annual_income,debt_to_income_ratio,credit_score,years_credit_history,num_credit_accounts,mortgage_amount,savings_ratio,employment_years,loan_amount_requested,collateral_value,monthly_transactions,avg_transaction_amount,late_payments_12m,credit_utilization,num_bank_accounts,online_banking_usage,payment_method_diversity,financial_app_usage,investment_accounts,insurance_policies,default_risk
28804.62241003778,0.3101018408983087,758.2956829040675,3.8548132599910465,4.0,0.0,0.001133616668526498,0.7197113173138001,6091.377691805854,5445.759639675782,48.0,17.72084196920502,5.0,0.6223623440099558,3.0,0.5822872006844767,6.0,0.28766763325580447,0.0,4.0,0
28771.34263140293,0.10985733249582307,729.4115934573546,7.666000754441416,9.0,650843.1949763353,0.12520493730252782,4.131876367389121,7142.429614842312,7057.16709344109,53.0,12.710109592336567,4.0,0.15149196008711982,2.0,0.7644656803681168,4.0,0.16548609468404712,1.0,5.0,1
40985.80785083252,0.03404395174655889,701.9733305995002,0.5425541436094673,3.0,83143.7925191597,0.05626900862721183,3.360223921443265,4427.820715345088,4264.649329918305,51.0,8.118900661718493,1.0,0.6334880071900201,5.0,0.5050042612911333,4.0,0.7038308294746821,0.0,1.0,0
13951.745120527825,0.5621782769211928,525.5637515850212,2.8001525771748197,3.0,0.0,0.03692057429912139,0.030851606666297042,1853.353696393261,1553.8373867581183,47.0,13.52752678297061,3.0,0.31355530784277036,3.0,0.6330101576603627,6.0,0.15856834879469145,2.0,2.0,0
15329.603140220976,0.16254130835716774,713.3301236255649,4.172652021290096,4.0,567236.0070146408,0.12612487347095064,2.3072601196662426,4543.877945398393,4729.225442263745,53.0,14.754133528065017,6.0,0.16514452038296737,9.0,0.6048529496901299,7.0,0.2910324728252631,3.0,1.0,0
27415.291903900546,0.3709508975135944,661.426523006332,6.098960905567514,6.0,0.0,0.12782046760111138,0.4608290043135382,5166.501604534629,5743.703580352127,44.0,8.789069400960342,2.0,0.43985033259325107,3.0,0.49875340894769105,6.0,0.4267954320438723,3.0,3.0,1
21885.606008587733,0.09616375011255959,776.336408495092,5.331763245947082,3.0,389400.6962214131,0.21801672225616844,4.325445021341447,34385.04755701897,39202.31937661122,50.0,44.977203551962624,2.0,0.1109927241311723,3.0,0.5483286926608593,3.0,0.6656835605120643,2.0,3.0,1
42494.23362509249,0.18262879782702376,730.7419182382428,10.130527763649209,5.0,612171.9754313374,0.10739027623858428,3.2102499758947878,8385.16357807546,6954.129254678809,58.0,42.110182114461935,1.0,0.671815607705394,4.0,0.8039265538065197,7.0,0.36005352170792154,1.0,3.0,1
23063.071068161,0.07163223009343951,705.0380470153021,5.130917513120427,2.0,0.0,0.05439865627098075,3.0706827246563826,4344.85034958182,4457.084339256349,55.0,61.42355036372591,0.0,0.42364340670868195,4.0,0.8515694817867642,4.0,0.421508662198767,2.0,5.0,0
17923.144569306936,0.5191338587856629,481.57752024698436,18.758096025400594,5.0,342041.0529365402,0.16257797457676634,6.6426658696919825,44904.150988978494,53655.15456967102,60.0,27.166453807193324,1.0,0.10465313372124518,2.0,0.39554181815546363,9.0,0.8634422779340772,3.0,1.0,1
75570.73503109968,0.14901311631585454,641.0999463391529,3.8283951031259598,4.0,0.0,0.14339527565400795,3.075086040353798,3932.3578458628363,4333.785291564395,51.0,42.86664357096306,3.0,0.14871792456913366,4.0,0.4799801062931185,2.0,0.45033452381525235,0.0,4.0,0
32438.843259772202,0.055872632688772766,594.2107740096344,5.961786564875519,11.0,104545.79092908319,0.03764502310358859,3.329419674151181,6018.157193530604,6234.261539008483,52.0,33.87933872814263,0.0,0.3158974086425646,6.0,0.4951707799666904,4.0,0.3472982416310199,1.0,3.0,0
37562.59807830965,0.4361988543742838,675.2365924183074,0.025724431670016642,5.0,0.0,0.12226707908520112,5.006959865831102,28537.962403798178,23170.88413673393,53.0,21.144360711152913,4.0,0.42314347995910456,4.0,0.3461266323171872,5.0,0.15179418397501132,0.0,2.0,0
17811.968658952876,0.16613296754811024,608.4451728557357,2.9740528953077425,7.0,0.0,0.15521766311445986,1.7930673402822175,2850.5908557123107,2351.8523458947075,42.0,27.299494703843724,5.0,0.7655625120959664,5.0,0.9140733093654817,3.0,0.43494579624262925,1.0,1.0,0
27661.82651977032,0.46773082018642276,622.4054223906694,16.1136047772343,5.0,438517.6248230208,0.04000376744608244,13.855217277724067,3904.857195244149,3207.0030954492845,46.0,33.0312370262277,3.0,0.12701532151941985,6.0,0.3641156167998083,4.0,0.33046693009763234,0.0,4.0,1
38386.50693228384,0.27419716439918806,695.9033904906704,3.246638131859086,2.0,47209.532270128344,0.03194293831551597,1.6527952494621847,4567.793261874526,5104.941829118337,39.0,29.894325291778507,4.0,0.4692766230275499,7.0,0.8847350048425154,6.0,0.34941955452515344,1.0,4.0,0
20424.760856526187,0.2299679045487004,606.7861886431224,2.3355165374186724,6.0,166392.98681906305,0.11125273235125152,12.254014837848901,11664.103587342921,11866.593292705904,63.0,21.650158583950372,2.0,0.2987387404297701,5.0,0.3557803316513874,7.0,0.3678515473152056,0.0,4.0,1
43820.14881399716,0.3362673775906738,662.1591539574013,6.273980411444813,5.0,0.0,0.08238917588504975,8.40149065681553,1533.863457115903,1414.920685057126,48.0,39.83626055214717,3.0,0.45945469410496115,4.0,0.8859897721448866,6.0,0.4993175299294319,1.0,2.0,0
26894.59604909647,0.12591631490580532,498.05881091256936,0.6560178634827506,2.0,40960.051255789665,0.03062721453855808,11.83542445573864,6486.97870123042,7461.071626783398,62.0,21.36171654472396,0.0,0.719549101869354,2.0,0.619164103741811,3.0,0.6308689225697478,0.0,3.0,0
31387.12717011203,0.15581017670112432,566.7598523239941,6.06754882415758,5.0,176136.4906017934,0.0259331542710118,1.01228800867964,2675.8570616162556,3009.408626226938,51.0,38.93816783084979,2.0,0.28344327090244237,2.0,0.8647076532877291,1.0,0.6778836874564487,0.0,3.0,0
26880.239212856453,0.24055779069008706,715.604356720296,2.8954044716434235,4.0,0.0,0.00871630284177065,1.3150377289631143,6193.187509315534,6882.255902291851,48.0,8.723429604205219,1.0,0.4814848084079613,3.0,0.6072993055841857,6.0,0.6201966444895552,0.0,3.0,0
91687.29437901273,0.3338223230069226,526.9807883303525,3.8644242183023176,4.0,0.0,0.15077629301648576,9.413402945281904,13458.556120945563,14932.644011029579,57.0,57.98417707155896,3.0,0.0948192373318448,5.0,0.9195197785315634,1.0,0.4316109169699048,0.0,4.0,0
36071.24853897368,0.22327892551535555,774.5725077602997,12.537351888345025,5.0,0.0,0.12799682314255,15.75285655683459,2550.5045680671656,2235.6525442113298,46.0,10.040934584784486,4.0,0.3220092670710579,6.0,0.43685807338497396,5.0,0.04280495050195168,2.0,3.0,1
21399.964358588782,0.03550213780539623,747.4399355301321,8.676823482884311,4.0,0.0,0.06707478517398113,6.996066414076585,2282.4534388903203,2625.4091678689406,67.0,10.219432177930873,0.0,0.9135987802919956,5.0,0.8966073410121307,5.0,0.27325995828854777,0.0,3.0,0
54790.51949489613,0.24695429294922955,623.1770064660213,4.726256915261641,6.0,367315.18552434025,0.07804162136006777,5.080626760947515,4815.815620953351,4231.837480476903,49.0,64.75696782912631,0.0,0.7792661409099754,2.0,0.9753881558746608,5.0,0.1528187233081546,1.0,3.0,1
19723.738218309612,0.17590510146067687,850.0,6.8928355502580345,4.0,44990.435069532716,0.06820252732589355,8.288041085542705,4601.773680073217,5270.329929890985,41.0,14.224539182276853,0.0,0.39706545921366265,8.0,0.6362567372540386,3.0,0.3087954057867964,3.0,1.0,1
40313.10162679809,0.22237139135001194,774.3103577848293,11.648886469914228,6.0,0.0,0.1783061665609073,0.21243556188893103,16563.636520925225,19158.016464484837,45.0,20.533798116905402,2.0,0.12054709840911436,3.0,0.5493169939577593,10.0,0.5195889653715879,1.0,2.0,1
13631.859441050177,0.19842249362248532,555.0720493294265,10.956559818647387,5.0,97513.33446129842,0.006364727426661763,9.632481195544635,1187.7258664494655,1288.6274420154962,58.0,21.995671237104716,0.0,0.5820136591557091,1.0,0.599164455391622,7.0,0.47099441981695506,0.0,2.0,0
18693.048122170643,0.19514509260071392,724.6174053700048,1.6396958443439482,3.0,573250.0349567839,0.037938651160244086,1.6503568466861802,6709.832848001943,7270.548702239717,49.0,31.08582825642687,3.0,0.15932312634241508,4.0,0.45979711248652355,4.0,0.8360607549580732,0.0,2.0,1
40071.89993621785,0.22935254932798235,656.5863066319757,2.863911849537839,3.0,17236.485593638088,0.06823091396326267,0.2916229602700187,3066.7796843825713,2773.232223797006,47.0,128.56208205834807,4.0,0.24503036476079598,6.0,0.9237077208596739,4.0,0.1486488448420503,1.0,4.0,0
52534.91577988669,0.36542072251319013,572.3287909140589,3.424593393201588,6.0,8157.806176972676,0.0316898401507993,5.722202829478364,2078.8257831931483,1923.44694980632,49.0,15.974706039934373,2.0,0.2018868348236903,5.0,0.3854396505113835,3.0,0.13533362592765064,1.0,2.0,0
39564.36587908935,0.09260502529713144,543.0090856833791,1.6615313229582527,4.0,0.0,0.016382512459340838,6.98749733934965,2655.1441866799837,2732.2253449730238,39.0,34.71424782746072,3.0,0.6918769768944832,5.0,0.8319239504580686,3.0,0.20671815939539984,0.0,1.0,0
34275.14924654058,0.17065818922151446,749.4893334888379,0.09788807659272598,5.0,305060.5704170893,0.026833866368044215,4.933337051300909,3384.3155733313956,3482.302351465935,49.0,12.634981991787717,1.0,0.3378546782596001,4.0,0.8786971168932456,6.0,0.598059115395797,1.0,2.0,0
31239.798448034304,0.08720735496840357,590.2054535375867,1.5289670406607123,3.0,0.0,0.0681753638265751,2.154988878480687,2331.011878589818,2181.441234053585,41.0,11.820423974699485,2.0,0.5032288034781542,3.0,0.7449940958994613,6.0,0.3767898516925616,1.0,4.0,0
17339.440871728355,0.1656011518786821,639.8123644962948,13.212266033597686,6.0,0.0,0.014267087323070212,0.6233151741483081,3068.568193704905,3555.2685921757325,40.0,17.041139921845648,5.0,0.3289596099764292,3.0,0.49115718903141775,6.0,0.5699028160731539,0.0,1.0,0
25338.440166453922,0.22285512091528276,557.8974071773472,6.315863032738633,8.0,0.0,0.055005720172025284,7.326484676617357,6110.337226397678,5208.949265339857,52.0,24.026065899631924,3.0,0.5449656074064841,4.0,0.8102965719513765,5.0,0.1226198854814301,0.0,4.0,1
28844.673125382986,0.093539856215562,575.1842062701409,3.3442461346988943,1.0,11861.83731695881,0.03451386081600115,0.2425740181952979,2644.5762271999733,2527.7468217555543,36.0,3.9560070788822936,2.0,0.8190302225868599,4.0,0.6525999763406217,3.0,0.45953389482872964,0.0,4.0,0
61608.868795387825,0.252393143884933,637.3070799928528,7.498980106355082,6.0,48111.76172603016,0.21211008699962886,7.12927993301451,7588.831895552665,6855.76541958202,64.0,20.000823648462976,2.0,0.4636274151309703,4.0,0.6693315615859227,8.0,0.3412056434780336,4.0,4.0,1
43122.88651497171,0.25297696357150695,688.8182292724151,10.771486975628463,5.0,0.0,0.028041875985292525,15.78531378098728,12416.37507379863,14546.94474511017,58.0,25.369480728531173,5.0,0.17242746573280401,4.0,0.397960569833992,7.0,0.692903631926024,1.0,2.0,0
15040.170326179075,0.10738180557843068,391.16408364485517,3.500945578970699,5.0,0.0,0.08413583331908918,28.74455248668464,9696.698607927667,8311.287638715612,58.0,7.209027887666215,1.0,0.4304466282768652,3.0,0.4675598847596819,6.0,0.5223156761548107,2.0,2.0,0
42703.74860455923,0.17843354598554034,651.691979916675,5.019996820251728,6.0,126344.27758500262,0.03520839005242149,2.5234408650593525,5176.911998416108,5116.364143677562,42.0,14.219013711285102,1.0,0.268343973506403,5.0,0.7515821516959643,4.0,0.35480631627856096,1.0,5.0,0
29955.21942938086,0.03508456974613493,575.3878987414964,0.5309409923330486,9.0,211290.0121328068,0.07927329644050188,0.575162655651238,9040.557887724071,7384.746264891649,51.0,39.65093931345143,2.0,0.5087283138127093,4.0,0.9211481591117768,7.0,0.4598661582922734,1.0,3.0,1
25888.108211776296,0.10930129075223145,790.2362653450225,7.2723471831071915,6.0,39347.4961490703,0.14265298742117877,0.49651520119710757,1663.7264613996183,1849.0525019061968,52.0,25.357118937340747,0.0,0.5855093944856445,4.0,0.26630127787148844,4.0,0.12219364494416132,1.0,2.0,0
49307.828691930474,0.15481350185110418,850.0,3.5255111096844023,7.0,446740.5082084933,0.005997426947109846,3.38176511397662,1997.3395248974284,2126.136258319972,59.0,9.77130161727114,4.0,0.20562357774019865,5.0,0.7029577499016962,3.0,0.0627618058762662,0.0,3.0,1
60809.40607976795,0.1402948855282452,614.0720965046285,4.546559541784154,3.0,0.0,0.12901174094651205,7.845186735976547,10490.871255010463,11929.079333197144,47.0,27.700280559934257,1.0,0.6818698177635726,3.0,0.7405674819815066,3.0,0.6947259800834577,1.0,3.0,0
57851.81229165023,0.0472801890916087,477.7771439286806,4.393768655817279,5.0,127445.81979828216,0.050050179522276736,0.24531212429649552,5317.670407111251,4877.025001419892,52.0,74.06186872110922,3.0,0.1070674651552018,7.0,0.6405077318072583,5.0,0.29284172333105446,2.0,3.0,0
23870.322702043355,0.08198457960295603,661.6876969918567,8.006281259471686,4.0,122267.57861944012,0.07349520484800748,0.9215808789798665,5891.1461646429025,6015.89813236455,55.0,4.466931127442424,2.0,0.30696225139140904,6.0,0.3506617669034237,5.0,0.07504379113140668,2.0,1.0,0
31113.39808767402,0.17772483046676724,629.4570670506795,6.797759510502957,7.0,345618.99481751263,0.01328103268006191,4.44115454150026,4668.637197568104,5524.685648304593,48.0,50.23383416795053,2.0,0.4753550237782936,4.0,0.8209739695358339,3.0,0.47808032502047015,0.0,6.0,1
42857.3190483089,0.40002280070176266,847.135064900129,4.386919206439946,2.0,0.0,0.02448045782460653,0.4466523063826562,17235.37577138115,15530.78700530653,41.0,31.7517651828105,1.0,0.8654674514059324,1.0,0.8483046896171229,6.0,0.1585555095946512,0.0,6.0,1
59146.492163266,0.32073015253530546,816.6589343375542,0.13680322811393617,4.0,0.0,0.04332819180685929,10.535563654568012,34586.37561929964,40172.95590450101,66.0,9.684730066418602,1.0,0.1892241708797605,2.0,0.8230555784599705,5.0,0.6134228110488862,0.0,4.0,1
28578.583312895316,0.21712529646345025,736.5374970596564,7.760963493047696,8.0,41077.80604082172,0.1744148307670639,3.4968176553318986,4294.399249893027,5063.187452345677,54.0,35.00281750675534,2.0,0.8847460115654305,4.0,0.639098687262662,7.0,0.7014344684638966,0.0,2.0,0
33096.0927856545,0.2893744827574271,591.3305918787341,16.93398936695146,1.0,16923.429363085215,0.025067513435262676,2.4456144173593324,7796.684849930846,7416.371773072986,52.0,32.37308097911409,4.0,0.5120308183700095,3.0,0.5758941580421084,6.0,0.10007330828827003,1.0,5.0,0
20885.96148536369,0.4202165059153,717.7766566180803,11.741825436103836,4.0,0.0,0.08967992869573026,0.06660246891589351,15622.999660150423,14571.017362786304,69.0,28.119315135101886,2.0,0.1552684754480042,4.0,0.6903441377466487,4.0,0.29024990021524205,0.0,3.0,1
19968.208003556283,0.07498344318635301,676.5006359068304,30.0,12.0,226180.5269073796,0.0006154123962620856,0.599484528138698,13777.33695444604,12582.770584628164,56.0,13.656086554655902,1.0,0.12599899231339223,6.0,0.4546415663158445,5.0,0.5789760075972085,1.0,1.0,0
54516.730282130135,0.433327429848314,674.132320329939,1.1979862319006793,4.0,0.0,0.02066148606865472,8.789915229393367,3224.182446492949,3666.207413012265,59.0,14.007480977926038,4.0,0.39081493696106134,3.0,0.6482389235017288,8.0,0.20541059334864836,1.0,3.0,0
71547.72684258339,0.30077021068667276,494.177015143213,2.013579413026922,8.0,0.0,0.04120710082739888,6.002614354192537,1261.8452732025203,1354.57838177533,46.0,12.268452596303637,0.0,0.29284449617529174,6.0,0.42763086170990955,6.0,0.5359256769690316,4.0,3.0,1
35031.21987157075,0.365923923325245,756.1795338453646,6.199500713769195,6.0,174986.9190357245,0.074176314495044,0.10298128052161692,49270.15296918652,43542.4310432435,57.0,32.1945058384756,3.0,0.46973567722388887,2.0,0.6342662700411971,5.0,0.32862741025666525,0.0,5.0,1
59979.9997986479,0.08090443052898422,660.7808328311235,2.1522612955035467,9.0,398952.3481602864,0.026713483225970218,18.243101276497274,2537.3188573502393,2897.7108858680513,56.0,55.44379610030758,1.0,0.27143599170644356,6.0,0.9487619219455918,5.0,0.4682388649965598,0.0,2.0,1
43513.13008314631,0.1586203004614965,639.9158652455425,0.28128590838527473,7.0,445519.75599798077,0.1398369951708106,2.1790097435394014,42056.47722612131,36866.61340224798,50.0,31.997092719883476,4.0,0.4870728451647012,4.0,0.7384734993271127,7.0,0.2792782359798184,0.0,3.0,1
26303.048465842716,0.35342818605273374,589.9843504991172,4.117173667416207,5.0,0.0,0.19298364925530845,4.661984295761254,58750.36994014874,58510.32061151915,56.0,13.944251967761456,0.0,0.3380646576965803,5.0,0.2634457618523834,6.0,0.0749465178911866,2.0,3.0,1
43507.899694182204,0.20368481660381985,570.6383500346623,2.713428185031083,4.0,0.0,0.04116445496736531,6.411504656768418,14235.001848909964,12039.154885848695,52.0,7.76701371062407,3.0,0.37597548561681726,3.0,0.7807389521652551,3.0,0.40799990938534564,2.0,3.0,0
78356.03595990333,0.1849681974902714,681.7258581278982,2.4496022005655442,8.0,0.0,0.0821393905100823,15.677059608144567,18407.306791577717,19499.495444751698,49.0,28.310082530150293,1.0,0.6951764950219917,3.0,0.7224899826655307,6.0,0.40197290391381,0.0,7.0,1
35670.774122024726,0.42145591291970197,475.0837198141918,24.490331294891405,2.0,81950.6453026856,0.17042531290302074,11.056103844785403,6235.656131906954,6634.134360808878,43.0,15.76560164130735,3.0,0.4550046124307462,4.0,0.7059263102766964,4.0,0.6399920445486565,0.0,4.0,1
79405.41372989278,0.18664664598357494,728.9498759650043,2.179238832403128,3.0,1189024.1397557708,0.1624425152945007,4.549235320052437,8825.794468875809,8339.711388839642,42.0,5.396006079317858,2.0,0.2947385136515091,5.0,0.4158340590402957,6.0,0.44254353250300055,2.0,1.0,1
9799.899876816815,0.24892556107396469,544.5894563004315,1.1088805032689302,2.0,0.0,0.01048226649439273,0.7503407655375889,3268.813197543028,2751.088292644815,55.0,17.607075228678845,5.0,0.6278834370832683,1.0,0.597701794146654,3.0,0.3400767416321539,0.0,2.0,0
54772.923394443744,0.4197328728355649,444.1319313794708,1.071170603078275,4.0,287000.51235135156,0.05411272197728658,9.322345572827732,28106.336411344713,28621.96895053885,59.0,10.694644762699918,2.0,0.3095736595801799,4.0,0.39738232920780414,3.0,0.5509386377675529,0.0,6.0,1
37930.98237833429,0.44779855706245764,832.1895315926021,13.13255198903291,9.0,0.0,0.18287574543305352,8.48459395812464,80378.45190477026,93904.43963363153,57.0,13.877834687905496,0.0,0.30425986161762403,6.0,0.792013546553828,3.0,0.7836245551512236,0.0,3.0,1
31272.56031464623,0.10400426811117908,564.1912950654422,10.037865351278441,5.0,0.0,0.007920619330147965,5.096349710116409,28246.09311545476,31533.70119982808,49.0,56.673180020578634,1.0,0.5734844789348458,6.0,0.6988981772850565,6.0,0.5849177880650217,0.0,1.0,0
38020.48560310818,0.18135252656628553,577.7840838478304,1.1093732947932533,4.0,0.0,0.02912297697168262,22.65539484958331,5770.988014655117,5942.305574708301,46.0,31.170122779130324,2.0,0.4745147766737052,6.0,0.6223301935239024,5.0,0.625733818067778,0.0,4.0,1
13443.023380694915,0.31538149218888895,763.4538331008075,1.985159160780275,5.0,3907.827115029032,0.043989501924618354,3.757029356349528,2610.754381208168,2167.187149955952,49.0,55.03787970455857,4.0,0.4170669486743064,2.0,0.5209525061142041,4.0,0.4768692820581041,1.0,6.0,0
32538.004555714924,0.47726051835810374,835.4430900516641,11.005779797871169,6.0,0.0,0.04918584667327549,1.2022956962629343,55257.65258958002,58701.22816858713,48.0,41.03630125953539,4.0,0.7016004168647965,3.0,0.6298247084684419,7.0,0.38202721082422214,0.0,4.0,1
43414.82648192859,0.10609113335784777,496.699842139657,2.5684372609592123,4.0,0.0,0.004742718953148489,1.4635947622085397,2371.1312135155963,2223.2430714920083,53.0,16.882673112188744,4.0,0.5880428088388696,3.0,0.3024896105410082,4.0,0.047276949595105075,4.0,1.0,0
76034.8466220636,0.32207506832477995,554.3831939749331,30.0,6.0,0.0,0.13531561849765375,2.609511627016447,10491.5640056056,11490.611177076362,61.0,75.37724299159484,0.0,0.3386242654491454,1.0,0.7093327057893642,6.0,0.12321539764280208,0.0,4.0,1
28025.3543201517,0.19084487004302042,561.7321177839403,6.222150666387584,6.0,57234.16738202731,0.015563302596811547,2.7470001241532866,19409.916729481574,15843.014251746785,56.0,14.447244121697851,1.0,0.3978834490817334,8.0,0.5518609594399271,5.0,0.13811258576023033,2.0,3.0,0
24239.84870336475,0.4166353061472669,743.4801662695654,1.7056246790289276,7.0,18141.173092587946,0.10184194624750563,8.893909181439719,24886.214824665618,24707.13334858747,56.0,10.01154786616269,1.0,0.19534438469877277,5.0,0.4882846690274519,8.0,0.6320527129383018,1.0,3.0,1
28257.70600196235,0.11596742873360422,813.9132127929533,15.661102654945157,7.0,0.0,0.2509313839433211,10.899444973493635,28339.376371021877,26710.82943120581,55.0,11.963502773819686,1.0,0.24603812197501868,3.0,0.8134267640232897,4.0,0.47103554607393555,3.0,6.0,1
57394.345032167985,0.42406809329910655,541.9747438421921,3.0791321763488506,3.0,173654.35128697703,0.10430798243283099,2.412321304323854,6332.600773578306,5102.7281835474,51.0,46.3000404897745,1.0,0.28082396430769097,5.0,0.5302337435471659,5.0,0.06370313593995489,2.0,3.0,0
42803.51716003231,0.31291118174871896,791.474533796822,2.7264954928198333,5.0,0.0,0.007560077499942648,14.529561599819088,4857.976243989357,4800.193017807638,42.0,17.894464774899532,3.0,0.7081761763295211,8.0,0.8193055606909012,5.0,0.3436438827209031,0.0,1.0,1
27864.81046605897,0.17037499694507485,579.0965888471299,3.1733262889741956,3.0,566950.4611658655,0.12113372879977326,13.161355241535897,2436.8492716773076,2097.4819589364793,53.0,7.6699023643700865,1.0,0.5387749428319702,7.0,0.4332059660905589,6.0,0.41821826078096425,0.0,4.0,1
46940.38712289541,0.05508598552433869,683.6122902945572,11.694947814443507,5.0,0.0,0.12443166553347168,2.6430353127772928,969.1756610050792,783.8358222887987,51.0,9.7349985508413,3.0,0.5509152721682348,3.0,0.5259539286816812,9.0,0.07445594965119709,1.0,4.0,0
38121.6932100555,0.27960749240196914,522.8546300572183,1.5216649099995905,5.0,171607.59422136098,0.10503901039497138,10.12741843517501,8875.227358032755,9283.672819603335,57.0,39.895615178723546,1.0,0.18997352044904722,4.0,0.47207709491662925,6.0,0.12676747820784603,2.0,1.0,0
58942.78433093628,0.20311761707051057,637.8069586418002,3.847361981648907,4.0,0.0,0.05418097354119572,0.5985361356807162,27575.399906858238,32945.3194082637,54.0,30.265503623305538,1.0,0.7521026917071465,6.0,0.7332607481040083,4.0,0.4435769192664798,2.0,2.0,1
25564.845218383336,0.03997320124093809,638.8887285927284,0.2505448390017193,4.0,334528.28220734466,0.02950850417059771,3.579355835942499,4130.7223088422625,4423.855618439835,50.0,44.51019754698152,0.0,0.3277534664736738,2.0,0.6173902666149599,6.0,0.17720655659875992,1.0,4.0,0
30827.7003472304,0.43123768322064304,618.4841693684726,14.018461832090544,4.0,0.0,0.22380838074802176,6.235696745991296,11400.80491689463,13143.629826391656,46.0,19.91603309652116,2.0,0.22045582567688363,3.0,0.8611165404704525,2.0,0.5269943104929414,0.0,5.0,1
29850.173268206112,0.17440699776081425,688.4970981319697,3.332840618044485,5.0,115015.24275907129,0.05201379050564475,2.1199414606201485,13490.901330330631,11473.725331557262,49.0,22.230276035690785,1.0,0.36924250001656334,4.0,0.8243684737119596,3.0,0.17500608887945204,0.0,7.0,1
17470.03708545736,0.4094566959149433,549.2969135147474,2.2819914242219914,7.0,98664.70765160267,0.026157832640604364,0.11681186605399624,5091.448984576121,4676.338679201579,57.0,10.319123116773438,2.0,0.2409136147938854,6.0,0.44218982704599935,4.0,0.9321028078470766,1.0,3.0,0
42110.82609581953,0.29106840047999766,561.6276701813158,6.93797132147177,2.0,0.0,0.022404186599838158,0.28530831211867036,16138.588332052243,17870.91343930941,64.0,43.03659864398137,3.0,0.4231217577661541,4.0,0.48483006495485753,6.0,0.401854892557604,1.0,3.0,1
41378.95246988645,0.43560896574258534,693.7872144949356,9.76601928250866,4.0,553225.9526959683,0.006353210748253127,11.248128502359954,128570.58754681893,112055.93602169522,47.0,19.213141091048783,4.0,0.23855459480840213,5.0,0.6676080820643983,4.0,0.563637469231428,2.0,6.0,1
36408.47034432811,0.017139648687610757,784.2035330975729,13.408726925741135,7.0,0.0,0.04944744086217746,3.654164112127733,7422.361815273225,7706.620336025298,49.0,7.446583612463331,1.0,0.5406528162408137,4.0,0.08271453611246855,5.0,0.3070895415307125,2.0,5.0,0
